# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 13 14:59:50 2013
#
#rowid	kepid	kepoi_name	koi_pdisposition	koi_disposition	koi_period	koi_time0bk	koi_depth	koi_duration	koi_ingress	koi_impact	koi_incl	koi_sma	koi_eccen	koi_longp	koi_dor	koi_ror	koi_prad	koi_teq	koi_steff	koi_slogg	koi_srad	koi_smet	koi_smass	koi_sage	koi_vet_stat
2865	10383687	K00334.01	FALSE POSITIVE	FALSE POSITIVE	8.48772600	176.9361000	298	2.8944		0.2900	89.38	0.081	0		22.000000	0.01640	1.78	910.0	5880.00	4.432	0.9960				Active
2866	10470206	K00335.01	FALSE POSITIVE	FALSE POSITIVE	46.56678000	196.3096000	796	7.4630		0.6840	88.81	0.276	0		36.600000	0.02759	4.90	697.0	6530.00	4.130	1.6100			2.7500	Active
2867	10518725	K00336.01	FALSE POSITIVE	FALSE POSITIVE	19.51497000	132.6032000	177	3.3411		0.1900	89.95	0.159	0		46.000000	0.01200	2.10	983.0	7005.00	4.170	1.6100			1.5800	Active
2868	10545066	K00337.01	CANDIDATE	CANDIDATE	19.78302000	177.7221000	370	5.6089		0.7460	87.66	0.145	0		18.700000	0.01909	1.96	675.0	6014.00	4.510	0.9400			0.4000	Active
2869	6056992	K00051.01	CANDIDATE	CANDIDATE	10.43116270	133.9349400	26041	3.9240		1.2100	85.37	0.056	0		15.480000	0.43000	12.50	314.0	3240.00	4.897	0.2700				Active
2870	10552611	K00338.01	CANDIDATE	CANDIDATE	7.01061700	174.5747000	340	3.0819		0.6700	87.09	0.072	0		13.300000	0.01790	37.40	2953.0	4104.00	1.870	19.2000			12.3900	Active
2871	10552611	K00338.02	CANDIDATE	CANDIDATE	3.10752800	132.6397000	66	2.1081		0.7400	84.80	0.042	0		7.800000	0.00838	17.50	3866.0	4104.00	1.870	19.2000			12.3900	Active
2872	4852528	K00500.01	CANDIDATE	CANDIDATE	7.05343900	176.4775200	1418	2.5797		0.7100	87.66	0.065	0		15.700000	0.03710	2.62	642.0	4613.00	4.674	0.6470			3.1000	Active
2873	4852528	K00500.02	CANDIDATE	CANDIDATE	9.52178300	177.4784000	1489	2.5181		0.8000	87.66	0.079	0		19.200000	0.03990	2.82	583.0	4613.00	4.674	0.6470			3.1000	Active
2874	4852528	K00500.03	CANDIDATE	CANDIDATE	3.07216900	134.0242000	468	2.0319		0.6600	85.94	0.037	0		9.000000	0.02080	1.47	851.0	4613.00	4.674	0.6470			3.1000	Active
2875	4852528	K00500.04	CANDIDATE	CANDIDATE	4.64536600	134.5910000	562	2.2109		0.7100	86.52	0.049	0		11.900000	0.02330	1.64	740.0	4613.00	4.674	0.6470			3.1000	Active
2876	4852528	K00500.05	CANDIDATE	CANDIDATE	0.98676790	133.1744000	305	1.4618		0.6200	81.36	0.017	0		4.200000	0.01655	1.17	1256.0	4613.00	4.674	0.6470			3.1000	Active
2877	4951877	K00501.01	CANDIDATE	CANDIDATE	24.79513000	170.3325000	564	8.5955		0.6880	87.66	0.163	0		16.700000	0.02312	2.30	597.0	5750.00	4.500	0.9000			3.9000	Active
2878	5282051	K00502.01	FALSE POSITIVE	FALSE POSITIVE	5.91018400	171.1608000	210	3.5962		0.5800	87.09	0.061	0		10.500000	0.01470	1.63	998.0	5544.00	4.350	1.0200			14.0000	Active
2879	10187017	K00082.03	CANDIDATE	CANDIDATE	27.45362000	145.0258000	159	3.8289		0.8430	88.24	0.165	0		30.800000	0.01339	1.08	457.0	4908.00	4.610	0.7360			5.1000	Active
2880	5340644	K00503.01	CANDIDATE	CANDIDATE	8.22248000	172.9534000	1406	2.6696		0.4800	88.81	0.067	0		21.600000	0.03510	2.13	543.0	4270.00	4.710	0.5570			13.8000	Active
2881	5461440	K00504.01	CANDIDATE	CANDIDATE	40.60709000	199.2564000	663	5.8894		0.6600	88.81	0.225	0		41.000000	0.02490	2.21	468.0	5577.00	4.580	0.8100			0.5000	Active
2882	5689351	K00505.01	CANDIDATE	CANDIDATE	13.76720000	174.8099530	671	3.2374		0.9334	85.94	0.109	0		14.196328	0.03020	6.20	923.0	5058.00	3.860	1.8600			13.8000	Active
2883	5689351	K00505.02	CANDIDATE	CANDIDATE	6.19600000	134.7082790	234	3.0377		0.8662	84.22	0.064	0		8.336804	0.01640	3.34	1204.0	5058.00	3.860	1.8600			13.8000	Active
2884	5689351	K00505.03	CANDIDATE	CANDIDATE	3.25100000	133.6881470	226	2.1642		0.9040	80.21	0.042	0		5.423247	0.01680	3.42	1487.0	5058.00	3.860	1.8600			13.8000	Active
2885	5689351	K00505.04	CANDIDATE	CANDIDATE	8.34800000	136.8406140	279	2.8789		0.9105	84.80	0.078	0		10.170423	0.01880	3.83	1091.0	5058.00	3.860	1.8600			13.8000	Active
2886	3541946	K00624.02	CANDIDATE	CANDIDATE	49.56680000	169.5470500	756	3.7487		0.8263	89.38	0.260	0		61.835011	0.02833	2.63	457.0	5725.00	4.560	0.8500			0.4000	Active
2887	10264660	K00098.01	CANDIDATE	CONFIRMED	6.79012350	138.0873400	2255	6.2711		0.5878	85.37	0.078	0		7.299000	0.05608	10.00	1290.0	6395.00	4.150	1.6300			2.2700	Active
2888	3541946	K00624.03	CANDIDATE	CANDIDATE	1.31200000	133.1085208	247	1.7281		0.3817	85.94	0.023	0		5.491557	0.01454	1.35	1535.0	5725.00	4.560	0.8500			0.4000	Active
2889	4449034	K00625.01	CANDIDATE	CANDIDATE	38.13819000	180.4406000	1166	4.2422		1.1400	86.52	0.255	0		20.300000	0.18100	47.00	876.0	6464.00	3.860	2.4000			2.2100	Active
2890	4478168	K00626.01	CANDIDATE	CANDIDATE	14.58667500	172.2186000	362	4.0488		0.3700	89.38	0.121	0		26.100000	0.01776	2.11	814.0	6157.00	4.410	1.0860			1.9000	Active
2891	4478168	K00626.02	CANDIDATE	CANDIDATE	8.02901000	132.8298000	75	3.1623		0.4500	88.81	0.081	0		17.500000	0.00813	0.96	995.0	6157.00	4.410	1.0860			1.9000	Active
2892	4563268	K00627.01	CANDIDATE	CANDIDATE	7.75190800	176.1730000	412	3.5763		0.5400	87.66	0.082	0		14.400000	0.01915	2.51	1033.0	6125.00	4.370	1.1990			1.2800	Active
2893	4563268	K00627.02	CANDIDATE	CANDIDATE	4.16547100	132.0230000	103	3.2394		0.2900	88.24	0.054	0		9.500000	0.00935	1.22	1273.0	6125.00	4.370	1.1990			1.2800	Active
2894	4644604	K00628.01	CANDIDATE	CANDIDATE	14.48588200	175.0051000	470	2.9266		0.8100	88.24	0.118	0		23.600000	0.02210	3.10	877.0	6018.00	4.240	1.2900			6.5000	Active
2895	4656049	K00629.01	CANDIDATE	CANDIDATE	40.69944000	172.5670000	405	6.7883		0.5100	89.38	0.249	0		40.000000	0.01905	3.10	700.0	6457.00	4.180	1.5000			3.1000	Active
2896	4659405	K00630.01	FALSE POSITIVE	FALSE POSITIVE	4.53242800	171.9266000	311	2.4276		0.0220	89.95	0.050	0		14.940000	0.01646	1.73	1062.0	5482.00	4.390	0.9600			13.9000	Active
2897	4742414	K00631.01	FALSE POSITIVE	FALSE POSITIVE	15.45807100	173.7814400	4264	9.1033		0.6144	87.09	0.126	0		11.273000	0.06248	9.60	864.0	5862.00	4.190	1.4100			5.5000	Active
2898	8505215	K00099.01	CANDIDATE	CANDIDATE	579.93100000	140.0453000	1816	21.2182		0.8241	89.38	1.234	0		134.000000	0.04441	3.40	166.0	4992.00	4.620	0.7020			8.9000	Active
2899	4827723	K00632.01	CANDIDATE	CANDIDATE	7.23851900	171.2200000	252	3.1488		0.5000	88.24	0.071	0		15.500000	0.01490	1.46	854.0	5437.00	4.490	0.9010			6.0000	Active
2900	4841374	K00633.01	CANDIDATE	CANDIDATE	161.47900000	170.5964000	839	11.4122		0.8820	89.38	0.605	0		57.700000	0.03095	5.80	450.0	6070.00	4.030	1.7100			5.7000	Active
2901	4861736	K00634.01	FALSE POSITIVE	FALSE POSITIVE	6.27780000	172.5793300	1945	6.3608		0.9900	65.32	0.068	0		2.370000	0.07300	7.80	1022.0	6109.00	4.490	0.9800			0.3000	Active
2902	7347246	K03014.01	CANDIDATE	CANDIDATE	86.11270000	134.9010000	963	6.1768		0.5000	89.95	0.390	0		95.000000	0.02900	2.80	392.0	5924.00	4.580	0.8800				Active
2903	11403530	K03015.01	CANDIDATE	CANDIDATE	3.61450900	133.0995000	46	3.2554		0.0210	89.95	0.047	0		8.760000	0.00804	0.88	1240.0	6092.00	4.460	1.0000			1.6000	Active
2904	5088536	K00282.02	CANDIDATE	CANDIDATE	8.45742200	139.0684000	81	3.3331		0.5610	88.24	0.080	0		16.300000	0.00849	1.03	966.0	5873.00	4.330	1.1100			7.9000	Active
2905	12072872	K03017.01	CANDIDATE	CANDIDATE	2.46295400	132.7850000	59	1.4235		0.9000	82.51	0.035	0		6.700000	0.01360	1.56	1437.0	5936.00	4.380	1.0500			5.9000	Active
2906	7906671	K03018.01	FALSE POSITIVE	FALSE POSITIVE	45.11810000	156.9908000	296	3.2731		0.0500	89.95	0.235	0		114.600000	0.01596	1.75	507.0	5559.00	4.370	1.0000			13.2000	Active
2907	8709688	K03019.01	CANDIDATE	CANDIDATE	4.17936100	133.8503000	186	2.5987		0.7500	84.80	0.048	0		8.600000	0.01750	2.00	1152.0	5570.00	4.320	1.0600			13.9000	Active
2908	8241079	K03020.01	CANDIDATE	CANDIDATE	10.91912000	134.2736000	99	4.5302		0.7800	85.94	0.100	0		11.700000	0.01120	1.55	974.0	6196.00	4.270	1.2700			4.1800	Active
2909	3348285	K03021.01	FALSE POSITIVE	FALSE POSITIVE	0.80383110	131.8042000	63	1.1461		0.0230	89.95	0.018	0		4.590000	0.00996	1.12	2080.0	6235.00	4.460	1.0300			0.3000	Active
2910	11618601	K03022.01	CANDIDATE	CANDIDATE	2.76262900	132.9956000	182	1.8762		0.0300	89.95	0.038	0		11.500000	0.01400	1.31	1202.0	5740.00	4.550	0.8600			0.5000	Active
2911	11618601	K03022.02	CANDIDATE	CANDIDATE	5.05353700	135.1268000	170	2.2026		0.6000	87.66	0.057	0		14.300000	0.01230	1.15	982.0	5740.00	4.550	0.8600			0.5000	Active
2912	7732285	K03023.01	FALSE POSITIVE	FALSE POSITIVE	4.39050300	134.1227000	83	3.1585		0.0300	89.95	0.055	0		10.100000	0.00920	1.19	1269.0	6202.00	4.354	1.1840				Active
2913	9716391	K03025.01	FALSE POSITIVE	FALSE POSITIVE	13.18301000	141.8256000	537	3.4739		0.3000	89.38	0.106	0		29.000000	0.02200	1.60	578.0	5178.00	4.730	0.6800				Active
2914	10587105	K00339.01	CANDIDATE	CANDIDATE	1.98036110	170.1382000	284	2.5162		0.6500	81.93	0.032	0		4.800000	0.01623	1.85	1582.0	6278.00	4.450	1.0400			0.2000	Active
2915	10587105	K00339.02	CANDIDATE	CANDIDATE	12.83406000	138.3321000	278	3.1792		0.8650	87.09	0.112	0		16.500000	0.01740	1.98	845.0	6278.00	4.450	1.0400			0.2000	Active
2916	10616571	K00340.01	CANDIDATE	CANDIDATE	23.67318800	160.6271600	22335	14.6388		0.3810	88.24	0.169	0		13.260000	0.13743	16.80	660.0	5811.00	4.400	1.1190			2.3000	Active
2917	10878263	K00341.01	CANDIDATE	CANDIDATE	14.34123400	176.6658000	866	3.0302		0.7500	88.24	0.114	0		26.000000	0.02930	2.99	699.0	5536.00	4.480	0.9330			5.5000	Active
2918	10878263	K00341.02	CANDIDATE	CANDIDATE	4.69961300	177.6153000	277	2.5990		0.5100	87.66	0.054	0		12.100000	0.01560	1.58	1015.0	5536.00	4.480	0.9330			5.5000	Active
2919	10982872	K00343.01	CANDIDATE	CANDIDATE	4.76169700	170.3355700	498	3.3790		0.6370	85.94	0.055	0		8.600000	0.02150	2.69	1156.0	5744.00	4.320	1.1400			8.2000	Active
2920	10982872	K00343.02	CANDIDATE	CANDIDATE	2.02413460	170.4965700	238	2.5341		0.6380	82.51	0.031	0		4.880000	0.01489	1.86	1540.0	5744.00	4.320	1.1400			8.2000	Active
2921	10982872	K00343.03	CANDIDATE	CANDIDATE	41.80925000	148.6985000	178	7.4627		0.5370	89.38	0.235	0		36.700000	0.01263	1.58	559.0	5744.00	4.320	1.1400			8.2000	Active
2922	3558981	K00052.01	FALSE POSITIVE	FALSE POSITIVE	2.98786250	168.0105800	41128	2.6069		0.6200	85.94	0.037	0		9.210000	0.19560	17.12	1010.0	4917.00	4.503	0.8020				Active
2923	11015108	K00344.01	CANDIDATE	CANDIDATE	39.30924000	171.3355000	1123	5.7999		0.3600	89.38	0.226	0		50.000000	0.03090	3.80	588.0	5984.00	4.340	1.1200			6.2000	Active
2924	11074541	K00345.01	CANDIDATE	CANDIDATE	29.88571000	173.1890600	1285	4.5819		0.7100	88.81	0.171	0		37.000000	0.03520	2.72	437.0	4869.00	4.620	0.7070			9.3000	Active
2925	11100383	K00346.01	CANDIDATE	CANDIDATE	12.92490900	170.7847000	960	2.5937		0.5000	89.38	0.100	0		34.000000	0.02870	2.40	624.0	5107.00	4.580	0.7680			7.2000	Active
2926	11189127	K00347.01	FALSE POSITIVE	FALSE POSITIVE	2.67194382	169.8530000	15851	1.8153		1.3400	78.50	0.037	0		6.600000	0.49000	49.00	1257.0	5731.00	4.474	0.9150				Active
2927	11194032	K00348.01	CANDIDATE	CANDIDATE	28.51109600	187.3639000	1835	4.4429		0.6500	88.81	0.161	0		40.000000	0.04110	2.94	422.0	4736.00	4.630	0.6560			13.9000	Active
2928	11394027	K00349.01	CANDIDATE	CANDIDATE	14.38678600	170.4551000	569	2.1583		0.4700	89.38	0.113	0		46.000000	0.02220	2.50	781.0	5812.00	4.370	1.0500			8.2000	Active
2929	11395587	K00350.01	CANDIDATE	CANDIDATE	12.99160300	177.2206000	380	2.4915		0.8400	87.66	0.109	0		23.000000	0.02020	2.40	836.0	6018.00	4.380	1.0800			5.0000	Active
2930	5689351	K00505.05	CANDIDATE	CANDIDATE	87.09100000	187.3164700	1095	7.1010		0.8980	88.81	0.374	0		48.558103	0.03700	7.50	498.0	5058.00	3.860	1.8600			13.8000	Active
2931	5780715	K00506.01	FALSE POSITIVE	FALSE POSITIVE	1.58315560	169.9654100	752	1.2086		0.8800	80.79	0.027	0		5.400000	0.02940	3.00	1569.0	6021.00	4.510	0.9400			0.3000	Active
2932	5812960	K00507.01	CANDIDATE	CANDIDATE	18.49233600	173.4981000	1641	3.5054		0.0294	89.95	0.127	0		41.700000	0.03596	3.30	600.0	5285.00	4.490	0.8400			13.7000	Active
2933	6266741	K00508.01	CANDIDATE	CANDIDATE	7.93056300	169.5173000	839	3.7678		0.8460	84.80	0.080	0		9.500000	0.03048	3.44	901.0	5679.00	4.450	1.0350			1.8000	Active
2934	10187017	K00082.04	CANDIDATE	CANDIDATE	7.07134000	139.9875000	78	3.2631		0.6720	87.09	0.067	0		12.500000	0.00856	0.69	718.0	4908.00	4.610	0.7360			5.1000	Active
2935	6266741	K00508.02	CANDIDATE	CANDIDATE	16.66584000	180.2026000	742	4.4383		0.8750	86.52	0.131	0		15.600000	0.02931	3.31	704.0	5679.00	4.450	1.0350			1.8000	Active
2936	6381846	K00509.01	CANDIDATE	CANDIDATE	4.16693700	169.7191000	752	2.7693		0.0800	89.38	0.050	0		11.800000	0.02501	2.27	1012.0	5632.00	4.570	0.8300			0.7000	Active
2937	6381846	K00509.02	CANDIDATE	CANDIDATE	11.46352700	137.3823000	938	2.6646		0.7500	88.24	0.097	0		23.000000	0.03060	2.80	727.0	5632.00	4.570	0.8300			0.7000	Active
2938	6381846	K00509.03	CANDIDATE	CANDIDATE	39.59492000	168.1479000	537	5.5171		0.3400	89.38	0.222	0		53.000000	0.02143	1.94	480.0	5632.00	4.570	0.8300			0.7000	Active
2939	6422155	K00510.01	CANDIDATE	CANDIDATE	2.94032100	169.9019000	487	2.6996		0.7470	82.51	0.038	0		5.900000	0.02196	2.30	1236.0	5540.00	4.390	0.9700			12.7000	Active
2940	6422155	K00510.02	CANDIDATE	CANDIDATE	6.38898700	175.4747000	540	3.3151		0.7770	85.37	0.064	0		9.800000	0.02344	2.50	952.0	5540.00	4.390	0.9700			12.7000	Active
2941	6422155	K00510.03	CANDIDATE	CANDIDATE	14.62719000	136.2371000	437	3.7053		0.8510	87.09	0.111	0		17.100000	0.02199	2.30	723.0	5540.00	4.390	0.9700			12.7000	Active
2942	6422155	K00510.04	CANDIDATE	CANDIDATE	35.11836000	152.1214000	619	3.9358		0.9250	88.24	0.199	0		30.600000	0.02810	3.00	540.0	5540.00	4.390	0.9700			12.7000	Active
2943	6451936	K00511.01	CANDIDATE	CANDIDATE	8.00579800	170.5027000	614	3.1331		0.6000	87.66	0.080	0		16.200000	0.02380	2.80	993.0	6117.00	4.390	1.0800			3.3000	Active
2944	5384802	K00646.01	FALSE POSITIVE	FALSE POSITIVE	3.04155008	170.4874950	21012	3.2313		1.3800	74.48	0.044	0		5.133000	0.54300	79.00	1559.0	6433.00	4.290	1.3300			1.9000	Active
2945	5531694	K00647.01	CANDIDATE	CANDIDATE	5.16949500	170.3133000	205	4.6175		0.7460	82.51	0.062	0		5.940000	0.01420	1.81	1240.0	6481.00	4.380	1.1700			0.8900	Active
2946	5596440	K00648.01	FALSE POSITIVE	FALSE POSITIVE	10.47487300	172.1200200	2122	1.9484		1.3600	85.37	0.103	0		16.300000	0.41000	78.00	1184.0	6525.00	4.080	1.7400			2.6800	Active
2947	5613330	K00649.01	CANDIDATE	CANDIDATE	23.44955000	182.9256000	320	8.7559		0.8000	86.52	0.167	0		12.900000	0.01816	2.50	762.0	6288.00	4.290	1.2600			3.3900	Active
2948	8456679	K00102.01	CANDIDATE	CANDIDATE	1.73513626	135.0591300	919	2.4656		0.7700	78.50	0.029	0		3.840000	0.03080	3.63	1571.0	5838.00	4.420	1.0790			2.5000	Active
2949	5786676	K00650.01	CANDIDATE	CANDIDATE	11.95477600	178.7198600	867	2.1391		0.6200	88.81	0.093	0		35.000000	0.02810	2.30	641.0	5088.00	4.550	0.7600			13.9000	Active
2950	5796186	K00651.01	FALSE POSITIVE	FALSE POSITIVE	42.55928300	204.1286300	2594	3.0247		1.3600	87.66	0.245	0		38.000000	0.41000	47.00	564.0	6180.00	4.430	1.0500			1.6000	Active
2951	5796675	K00652.01	CANDIDATE	CANDIDATE	16.08067200	182.7593700	3016	2.8525		0.2500	89.95	0.113	0		44.000000	0.05020	3.58	518.0	4886.00	4.680	0.6530			0.9000	Active
2952	5893123	K00653.01	FALSE POSITIVE	FALSE POSITIVE	1.12597000	169.6314700	129	1.5972		0.0331	89.38	0.023	0		5.690000	0.01161	1.69	2224.0	6615.00	4.280	1.3400			1.8800	Active
2953	5941160	K00654.01	CANDIDATE	CANDIDATE	8.59477700	171.6301000	340	3.1917		0.7100	87.09	0.083	0		15.000000	0.01820	2.54	1045.0	6034.00	4.240	1.2800			6.3000	Active
2954	5941160	K00654.02	CANDIDATE	CANDIDATE	10.22208400	135.8918000	276	1.3546		0.9780	86.52	0.093	0		16.900000	0.02070	2.90	987.0	6034.00	4.240	1.2800			6.3000	Active
2955	5966154	K00655.01	CANDIDATE	CANDIDATE	25.67210000	192.0969000	390	5.8942		0.8400	87.66	0.180	0		19.300000	0.02047	2.77	710.0	6133.00	4.320	1.2400			2.9000	Active
2956	5966154	K00655.02	CANDIDATE	CANDIDATE	151.88600000	176.4103000	348	12.0628		0.7800	89.38	0.588	0		63.100000	0.01881	2.55	393.0	6133.00	4.320	1.2400			2.9000	Active
2957	5966660	K00656.01	FALSE POSITIVE	FALSE POSITIVE	1.90663440	170.0629900	506	2.4509		0.0300	89.95	0.032	0		6.100000	0.02060	2.70	1770.0	6600.00	4.380	1.1800			0.2200	Active
2958	6020753	K00657.01	CANDIDATE	CANDIDATE	4.06940200	171.0178000	548	2.0897		0.6300	87.09	0.044	0		12.000000	0.02230	1.61	813.0	4763.00	4.630	0.6590			13.4000	Active
2959	6929841	K03026.01	CANDIDATE	CANDIDATE	3.51576400	134.2962000	193	1.3979		0.8400	85.94	0.044	0		12.500000	0.01940	4.10	1456.0	4977.00	3.830	1.9400			14.0000	Active
2960	5088536	K00282.03	CANDIDATE	CANDIDATE	87.51870000	201.1697000	81	5.6712		0.7670	89.38	0.381	0		77.200000	0.00901	1.09	443.0	5873.00	4.330	1.1100			7.9000	Active
2961	11137180	K03027.01	CANDIDATE	CANDIDATE	6.07030900	135.3114000	335	1.2672		0.8700	88.24	0.060	0		26.000000	0.02700	2.00	743.0	5004.00	4.660	0.6800			1.2000	Active
2962	9838804	K03028.01	FALSE POSITIVE	FALSE POSITIVE	1.33265000	132.0052000	177	2.7726		0.0959	88.81	0.023	0		4.694000	0.02155	1.77	1349.0	5340.00	4.670	0.7500				Active
2963	5903749	K03029.01	CANDIDATE	CANDIDATE	18.97623000	134.8347000	362	2.3608		0.8100	88.81	0.130	0		40.000000	0.02200	2.20	635.0	5420.00	4.430	0.9200			14.0000	Active
2964	5903749	K03029.02	CANDIDATE	CANDIDATE	6.34739000	132.9875000	151	3.2320		0.4000	88.24	0.063	0		13.700000	0.01120	1.12	912.0	5420.00	4.430	0.9200			14.0000	Active
2965	5524881	K03030.01	FALSE POSITIVE	FALSE POSITIVE	7.19559000	136.0260000	243	4.0016		0.7900	84.80	0.075	0		8.800000	0.01770	1.91	961.0	5988.00	4.480	0.9900				Active
2966	6949898	K03031.01	CANDIDATE	CANDIDATE	7.64810000	137.2160000	221	2.3926		0.0417	89.95	0.074	0		25.300000	0.01520	1.36	825.0	5612.00	4.580	0.8200			0.6000	Active
2967	10585738	K03032.01	FALSE POSITIVE	FALSE POSITIVE	0.63642210	131.6890000	207	1.0883		0.0300	89.38	0.013	0		4.600000	0.01590	1.30	1742.0	5174.00	4.570	0.7600			9.2000	Active
2968	7186665	K03033.01	FALSE POSITIVE	FALSE POSITIVE	8.55903000	137.2399000	121	4.1358		0.4200	88.24	0.084	0		14.400000	0.01150	1.28	946.0	6168.00	4.460	1.0200			0.9000	Active
2969	2973386	K03034.01	CANDIDATE	CANDIDATE	31.02137000	138.0082000	936	2.1669		0.5900	89.95	0.158	0		107.000000	0.03000	1.71	326.0	4056.00	4.740	0.5230			13.8000	Active
2970	6388770	K03035.01	FALSE POSITIVE	FALSE POSITIVE	21.33939000	134.1460000	108	11.5353		0.5100	87.66	0.159	0		12.300000	0.01070	1.62	827.0	6340.00	4.220	1.3900			3.5400	Active
2971	11442793	K00351.01	CANDIDATE	CANDIDATE	331.64300000	140.4774000	8423	14.5339		0.3313	89.95	0.980	0		179.931404	0.08400	9.80	292.0	6330.00	4.430	1.0700			0.5300	Active
2972	11442793	K00351.02	CANDIDATE	CANDIDATE	210.60500000	147.0513100	4150	11.6926		0.4354	89.95	0.724	0		132.934739	0.05970	7.00	340.0	6330.00	4.430	1.0700			0.5300	Active
2973	11442793	K00351.03	CANDIDATE	CANDIDATE	59.74000000	158.9537500	587	8.0748		0.1154	89.95	0.312	0		57.388918	0.02190	2.60	518.0	6330.00	4.430	1.0700			0.5300	Active
2974	2445975	K00053.01	FALSE POSITIVE	FALSE POSITIVE	3.38888430	172.2587700	7327	2.3424		0.0300	89.95	0.109	0		12.170000	0.07588	56.99	9721.0	27740.00	3.945	6.8800				Active
2975	11521793	K00352.01	CANDIDATE	CANDIDATE	27.08216000	191.8073500	445	4.6145		0.1671	89.95	0.177	0		45.087217	0.01930	2.24	649.0	6002.00	4.390	1.0600			4.8000	Active
2976	11566064	K00353.01	CANDIDATE	CANDIDATE	152.10452000	176.5297000	3664	7.3486		0.8820	89.38	0.614	0		94.000000	0.06404	9.10	440.0	6858.00	4.330	1.3000			0.3300	Active
2977	11566064	K00353.02	CANDIDATE	CANDIDATE	30.65268000	135.0456000	263	4.9635		0.7510	88.81	0.211	0		32.300000	0.01609	2.30	751.0	6858.00	4.330	1.3000			0.3300	Active
2978	11568987	K00354.01	CANDIDATE	CANDIDATE	15.95994600	171.5200000	481	4.3500		0.5200	88.81	0.128	0		25.000000	0.02071	2.36	748.0	5935.00	4.440	1.0440			1.7000	Active
2979	11568987	K00354.02	CANDIDATE	CANDIDATE	7.37877600	135.8196000	128	3.3025		0.5200	88.24	0.076	0		14.800000	0.01071	1.22	971.0	5935.00	4.440	1.0440			1.7000	Active
2980	11621223	K00355.01	CANDIDATE	CANDIDATE	4.90334900	172.8977000	322	2.8721		0.7200	85.37	0.061	0		9.400000	0.01774	2.35	1219.0	6197.00	4.370	1.2140			0.7200	Active
2981	11624249	K00356.01	CANDIDATE	CANDIDATE	1.82708130	170.5251200	1172	2.0274		0.6300	83.65	0.028	0		5.700000	0.03273	5.73	1791.0	5364.00	3.990	1.6000			13.7000	Active
2982	12017140	K00358.01	FALSE POSITIVE	FALSE POSITIVE	22.84524360	172.8018700	45790	5.0640		0.6160	88.81	0.164	0		36.279000	0.20707	23.40	694.0	6255.00	4.460	1.0400			0.2000	Active
2983	12106929	K00359.01	FALSE POSITIVE	FALSE POSITIVE	5.93721800	171.5737000	377	3.8864		0.0110	89.95	0.065	0		11.940000	0.01780	1.79	988.0	5954.00	4.520	0.9200			0.3000	Active
2984	12107021	K00360.01	CANDIDATE	CANDIDATE	5.94174000	171.5790000	36	3.9905		0.6200	85.94	0.067	0		9.000000	0.00579	0.69	1083.0	6104.00	4.420	1.0850			1.5000	Active
2985	8248939	K00061.01	FALSE POSITIVE	FALSE POSITIVE	1.63346400	181.8535000	583	2.5909		0.0300	89.38	0.027	0		4.900000	0.02190	2.49	1626.0	5942.00	4.409	1.0390				Active
2986	6451936	K00511.02	CANDIDATE	CANDIDATE	4.26375600	133.7179000	186	2.2213		0.7100	85.94	0.052	0		10.700000	0.01338	1.58	1232.0	6117.00	4.390	1.0800			3.3000	Active
2987	10187017	K00082.05	CANDIDATE	CANDIDATE	5.28697800	135.8466000	42	2.4394		0.7940	85.37	0.055	0		10.300000	0.00668	0.54	792.0	4908.00	4.610	0.7360			5.1000	Active
2988	6838050	K00512.01	CANDIDATE	CANDIDATE	6.51003600	172.9150000	597	3.4401		0.7100	85.94	0.064	0		10.700000	0.02390	2.50	935.0	5482.00	4.400	0.9600			13.7000	Active
2989	6937692	K00513.01	CANDIDATE	CANDIDATE	35.18112000	170.0969000	981	7.6647		0.7990	88.24	0.223	0		22.900000	0.03176	4.00	647.0	6491.00	4.400	1.1400			0.3000	Active
2990	7602070	K00514.01	FALSE POSITIVE	FALSE POSITIVE	11.75558600	176.0737000	723	3.3779		0.0180	89.95	0.099	0		27.240000	0.02417	2.20	724.0	5659.00	4.570	0.8300			0.5000	Active
2991	7812179	K00515.01	FALSE POSITIVE	FALSE POSITIVE	17.79430200	169.5994300	1397	3.0614		0.0300	89.95	0.128	0		48.000000	0.03400	2.90	597.0	5466.00	4.600	0.7900			0.5000	Active
2992	7840044	K00516.01	FALSE POSITIVE	FALSE POSITIVE	13.54190800	171.0973000	348	3.2988		0.5700	88.81	0.110	0		27.000000	0.01860	2.10	789.0	5891.00	4.410	1.0100			5.7000	Active
2993	8015907	K00517.01	CANDIDATE	CANDIDATE	2.75236230	171.2588700	789	2.1374		0.7800	83.08	0.037	0		6.600000	0.02844	3.40	1355.0	5669.00	4.320	1.0900			12.1000	Active
2994	8017703	K00518.01	CANDIDATE	CANDIDATE	13.98181400	181.9733000	1039	2.9848		0.5800	88.81	0.096	0		30.000000	0.03040	2.02	508.0	4565.00	4.650	0.6100			0.0000	Active
2995	8017703	K00518.02	CANDIDATE	CANDIDATE	44.00045000	210.7593000	614	5.2485		0.0000	89.95	0.206	0		65.000000	0.02200	1.47	347.0	4565.00	4.650	0.6100			0.0000	Active
